Player Name;Date;Day;Round;Venue;Result;Squad;Opponent;Start;Pos;Min;Gls;Ast;PK;PKatt;Sh;SoT;CrdY;CrdR;Touches;Tkl;Int;Blocks;xG;npxG;xAG;SCA;GCA;Cmp;Att;Cmp%;PrgP;Carries;PrgC;Att;Succ;Match Report
Virgil van Dijk;2023-08-13;Sun;Matchweek 1;Away;D 1–1;Liverpool;Chelsea;Y*;CB;90;0;0;0;0;1;0;0;0;49;1;3;1;0.0;0.0;0.0;2;0;26;33;78.8;1;17;0;0;0;Match Report
Virgil van Dijk;2023-08-19;Sat;Matchweek 2;Home;W 3–1;Liverpool;Bournemouth;Y*;CB;90;0;0;0;0;3;1;0;0;75;0;5;1;0.2;0.2;0.1;1;0;60;62;96.8;1;33;0;0;0;Match Report
Virgil van Dijk;2023-08-27;Sun;Matchweek 3;Away;W 2–1;Liverpool;Newcastle Utd;Y*;CB;27;0;0;0;0;0;0;0;1;22;0;0;0;0.0;0.0;0.0;0;0;18;21;85.7;0;15;0;0;0;Match Report
Virgil van Dijk;2023-09-24;Sun;Matchweek 6;Home;W 3–1;Liverpool;West Ham;Y*;CB;90;0;1;0;0;3;0;0;0;100;2;3;2;0.3;0.3;0.6;4;0;78;84;92.9;7;66;2;0;0;Match Report
Virgil van Dijk;2023-09-30;Sat;Matchweek 7;Away;L 1–2;Liverpool;Tottenham;Y*;CB;90;0;1;0;0;1;0;1;0;65;2;2;7;0.0;0.0;0.3;2;1;40;42;95.2;0;38;0;0;0;Match Report
Virgil van Dijk;2023-10-08;Sun;Matchweek 8;Away;D 2–2;Liverpool;Brighton;Y*;CB;90;0;0;0;0;0;0;0;0;85;1;0;2;0.0;0.0;0.0;0;0;68;73;93.2;4;50;0;0;0;Match Report
Virgil van Dijk;2023-10-21;Sat;Matchweek 9;Home;W 2–0;Liverpool;Everton;Y*;CB;90;0;0;0;0;0;0;0;0;116;2;0;0;0.0;0.0;0.0;2;0;97;108;89.8;10;56;0;0;0;Match Report
Virgil van Dijk;2023-10-29;Sun;Matchweek 10;Home;W 3–0;Liverpool;Nott'ham Forest;Y*;CB;90;0;0;0;0;0;0;0;0;122;1;1;2;0.0;0.0;0.0;4;0;105;113;92.9;12;73;1;0;0;Match Report
Virgil van Dijk;2023-11-05;Sun;Matchweek 11;Away;D 1–1;Liverpool;Luton Town;Y*;CB;90;0;0;0;0;1;0;0;0;127;1;0;0;0.1;0.1;0.0;2;0;108;117;92.3;11;91;0;0;0;Match Report
Virgil van Dijk;2023-11-12;Sun;Matchweek 12;Home;W 3–0;Liverpool;Brentford;Y*;CB;90;0;0;0;0;1;1;0;0;73;3;0;2;0.1;0.1;0.0;2;0;55;62;88.7;2;31;1;0;0;Match Report
Virgil van Dijk;2023-11-25;Sat;Matchweek 13;Away;D 1–1;Liverpool;Manchester City;Y*;CB;90;0;0;0;0;1;1;0;0;69;0;0;1;0.1;0.1;0.0;0;0;58;64;90.6;3;50;1;0;0;Match Report
Virgil van Dijk;2023-12-03;Sun;Matchweek 14;Home;W 4–3;Liverpool;Fulham;Y*;CB;90;0;0;0;0;2;0;0;0;121;2;4;1;0.2;0.2;0.0;2;0;90;108;83.3;5;81;1;0;0;Match Report
Virgil van Dijk;2023-12-06;Wed;Matchweek 15;Away;W 2–0;Liverpool;Sheffield Utd;Y*;CB;90;1;0;0;0;3;2;0;0;98;2;2;1;0.2;0.2;0.0;0;0;83;89;93.3;4;72;3;0;0;Match Report
Virgil van Dijk;2023-12-09;Sat;Matchweek 16;Away;W 2–1;Liverpool;Crystal Palace;Y*;CB;90;0;0;0;0;1;0;0;0;115;2;1;0;0.1;0.1;0.0;0;0;92;104;88.5;6;73;1;0;0;Match Report
Virgil van Dijk;2023-12-17;Sun;Matchweek 17;Home;D 0–0;Liverpool;Manchester Utd;Y*;CB;90;0;0;0;0;3;2;0;0;98;3;2;0;0.1;0.1;0.1;3;0;73;87;83.9;9;61;3;0;0;Match Report
Virgil van Dijk;2023-12-23;Sat;Matchweek 18;Home;D 1–1;Liverpool;Arsenal;Y*;CB;90;0;0;0;0;0;0;0;0;87;3;0;2;0.0;0.0;0.0;1;0;72;80;90.0;5;46;1;0;0;Match Report
Virgil van Dijk;2023-12-26;Tue;Matchweek 19;Away;W 2–0;Liverpool;Burnley;Y*;CB;90;0;0;0;0;1;0;0;0;112;0;1;0;0.1;0.1;0.0;2;0;97;104;93.3;5;69;2;1;1;Match Report
Virgil van Dijk;2024-01-01;Mon;Matchweek 20;Home;W 4–2;Liverpool;Newcastle Utd;Y*;CB;90;0;0;0;0;1;0;0;0;71;1;0;2;0.1;0.1;0.0;2;0;60;64;93.8;9;44;1;1;0;Match Report
Virgil van Dijk;2024-01-21;Sun;Matchweek 21;Away;W 4–0;Liverpool;Bournemouth;Y*;CB;90;0;0;0;0;0;0;0;0;63;0;0;5;0.0;0.0;0.0;1;0;48;53;90.6;3;31;0;0;0;Match Report
Virgil van Dijk;2024-01-31;Wed;Matchweek 22;Home;W 4–1;Liverpool;Chelsea;Y*;CB;90;0;0;0;0;1;0;0;0;69;0;2;0;0.0;0.0;0.0;2;1;57;64;89.1;2;43;0;0;0;Match Report
Virgil van Dijk;2024-02-04;Sun;Matchweek 23;Away;L 1–3;Liverpool;Arsenal;Y*;CB;90;0;0;0;0;1;0;0;0;107;1;2;1;0.0;0.0;0.0;3;0;87;97;89.7;3;68;0;0;0;Match Report
Virgil van Dijk;2024-02-10;Sat;Matchweek 24;Home;W 3–1;Liverpool;Burnley;Y*;CB;90;0;0;0;0;1;1;0;0;109;0;0;0;0.2;0.2;0.0;2;0;95;103;92.2;8;66;2;0;0;Match Report
Virgil van Dijk;2024-02-17;Sat;Matchweek 25;Away;W 4–1;Liverpool;Brentford;Y*;CB;90;0;0;0;0;1;0;0;0;79;0;1;2;0.1;0.1;0.4;3;1;62;69;89.9;6;49;1;0;0;Match Report
Virgil van Dijk;2024-02-21;Wed;Matchweek 26;Home;W 4–1;Liverpool;Luton Town;Y*;CB;90;1;0;0;0;2;2;0;0;77;0;0;2;0.2;0.2;0.0;1;0;59;66;89.4;1;41;0;1;0;Match Report
Virgil van Dijk;2024-03-02;Sat;Matchweek 27;Away;W 1–0;Liverpool;Nott'ham Forest;Y*;CB;90;0;0;0;0;0;0;0;0;109;0;1;1;0.0;0.0;0.0;2;0;98;104;94.2;11;69;2;0;0;Match Report
Virgil van Dijk;2024-03-10;Sun;Matchweek 28;Home;D 1–1;Liverpool;Manchester City;Y*;CB;90;0;0;0;0;1;0;0;0;91;4;4;0;0.0;0.0;0.0;2;0;78;80;97.5;4;54;0;0;0;Match Report
Virgil van Dijk;2024-03-31;Sun;Matchweek 30;Home;W 2–1;Liverpool;Brighton;Y*;CB;90;0;0;0;0;0;0;1;0;57;0;0;3;0.0;0.0;0.0;3;0;45;51;88.2;3;31;2;0;0;Match Report
Virgil van Dijk;2024-04-04;Thu;Matchweek 31;Home;W 3–1;Liverpool;Sheffield Utd;Y*;CB;90;0;0;0;0;1;1;0;0;107;1;0;1;0.0;0.0;0.0;4;1;99;101;98.0;9;81;2;0;0;Match Report
Virgil van Dijk;2024-04-07;Sun;Matchweek 32;Away;D 2–2;Liverpool;Manchester Utd;Y*;CB;90;0;0;0;0;0;0;0;0;76;1;1;1;0.0;0.0;0.0;0;0;65;69;94.2;7;46;1;0;0;Match Report
Virgil van Dijk;2024-04-14;Sun;Matchweek 33;Home;L 0–1;Liverpool;Crystal Palace;Y*;CB;90;0;0;0;0;4;0;0;0;137;3;1;1;0.1;0.1;0.0;3;0;114;123;92.7;13;90;1;0;0;Match Report
Virgil van Dijk;2024-04-21;Sun;Matchweek 34;Away;W 3–1;Liverpool;Fulham;Y*;CB;90;0;0;0;0;0;0;0;0;107;0;0;0;0.0;0.0;0.0;0;0;95;102;93.1;2;79;0;0;0;Match Report
Virgil van Dijk;2024-04-24;Wed;Matchweek 29;Away;L 0–2;Liverpool;Everton;Y*;CB;90;0;0;0;0;2;1;1;0;116;1;0;1;0.1;0.1;0.0;4;0;94;108;87.0;16;71;2;1;1;Match Report
Virgil van Dijk;2024-04-27;Sat;Matchweek 35;Away;D 2–2;Liverpool;West Ham;Y*;CB;90;0;0;0;0;2;0;0;0;92;1;0;0;0.1;0.1;0.0;0;0;80;86;93.0;7;73;2;0;0;Match Report
Virgil van Dijk;2024-05-05;Sun;Matchweek 36;Home;W 4–2;Liverpool;Tottenham;Y*;CB;90;0;0;0;0;2;0;0;0;59;1;0;1;0.1;0.1;0.0;0;0;42;45;93.3;2;28;0;0;0;Match Report
Virgil van Dijk;2024-05-13;Mon;Matchweek 37;Away;D 3–3;Liverpool;Aston Villa;Y*;CB;90;0;0;0;0;0;0;0;0;97;1;0;3;0.0;0.0;0.0;0;0;79;84;94.0;4;52;0;0;0;Match Report
Virgil van Dijk;2024-05-19;Sun;Matchweek 38;Home;W 2–0;Liverpool;Wolves;Y*;CB;90;0;0;0;0;5;2;0;0;78;0;3;1;0.2;0.2;0.0;0;0;63;67;94.0;5;43;0;1;0;Match Report
Ryan Gravenberch;2023-09-16;Sat;Matchweek 5;Away;W 3–1;Liverpool;Wolves;N;RW;1;0;0;0;0;0;0;0;0;8;1;1;0;0.0;0.0;0.0;0;0;2;3;66.7;0;4;0;3;1;Match Report
Ryan Gravenberch;2023-09-24;Sun;Matchweek 6;Home;W 3–1;Liverpool;West Ham;N;LM;14;0;0;0;0;0;0;0;0;14;1;0;0;0.0;0.0;0.0;0;0;7;10;70.0;2;5;1;1;0;Match Report
Ryan Gravenberch;2023-09-30;Sat;Matchweek 7;Away;L 1–2;Liverpool;Tottenham;N;CM;11;0;0;0;0;0;0;0;0;2;0;0;0;0.0;0.0;0.0;0;0;1;1;100.0;0;1;0;0;0;Match Report
Ryan Gravenberch;2023-10-08;Sun;Matchweek 8;Away;D 2–2;Liverpool;Brighton;N;LM;45;0;0;0;0;2;1;0;0;30;0;1;2;0.7;0.7;0.0;2;0;15;20;75.0;4;21;2;2;1;Match Report
Ryan Gravenberch;2023-10-21;Sat;Matchweek 9;Home;W 2–0;Liverpool;Everton;Y;LM;61;0;0;0;0;1;0;0;0;39;1;3;0;0.1;0.1;0.0;4;0;31;32;96.9;5;23;3;3;1;Match Report
Ryan Gravenberch;2023-10-29;Sun;Matchweek 10;Home;W 3–0;Liverpool;Nott'ham Forest;Y;LM;58;0;0;0;0;1;1;0;0;26;1;0;0;0.0;0.0;0.0;1;0;20;21;95.2;2;14;0;2;1;Match Report
Ryan Gravenberch;2023-11-05;Sun;Matchweek 11;Away;D 1–1;Liverpool;Luton Town;Y;RM;82;0;0;0;0;1;1;0;0;49;1;2;2;0.0;0.0;0.3;4;0;32;35;91.4;10;29;4;4;2;Match Report
Ryan Gravenberch;2023-11-25;Sat;Matchweek 13;Away;D 1–1;Liverpool;Manchester City;N;LM;37;0;0;0;0;0;0;0;0;15;0;0;1;0.0;0.0;0.0;1;0;7;9;77.8;3;7;2;1;0;Match Report
Ryan Gravenberch;2023-12-03;Sun;Matchweek 14;Home;W 4–3;Liverpool;Fulham;Y;LM;82;0;0;0;0;2;1;0;0;59;2;1;2;0.0;0.0;0.1;2;0;32;44;72.7;6;36;5;4;0;Match Report
Ryan Gravenberch;2023-12-06;Wed;Matchweek 15;Away;W 2–0;Liverpool;Sheffield Utd;N;FW;5;0;0;0;0;0;0;0;0;4;0;0;0;0.0;0.0;0.0;0;0;2;4;50.0;0;1;0;0;0;Match Report
Ryan Gravenberch;2023-12-09;Sat;Matchweek 16;Away;W 2–1;Liverpool;Crystal Palace;Y;LM;56;0;0;0;0;1;0;0;0;41;0;0;0;0.0;0.0;0.0;0;0;21;30;70.0;1;29;0;2;1;Match Report
Ryan Gravenberch;2023-12-17;Sun;Matchweek 17;Home;D 0–0;Liverpool;Manchester Utd;Y;LM;60;0;0;0;0;2;0;0;0;33;1;0;0;0.4;0.4;0.1;6;0;21;25;84.0;4;21;4;1;1;Match Report
Ryan Gravenberch;2023-12-23;Sat;Matchweek 18;Home;D 1–1;Liverpool;Arsenal;N;LM;23;0;0;0;0;0;0;0;0;18;2;0;1;0.0;0.0;0.0;1;0;8;12;66.7;4;12;2;1;0;Match Report
Ryan Gravenberch;2023-12-26;Tue;Matchweek 19;Away;W 2–0;Liverpool;Burnley;Y;LM;65;0;0;0;0;1;1;0;0;39;1;0;1;0.1;0.1;0.0;2;0;26;30;86.7;4;25;2;3;0;Match Report
Ryan Gravenberch;2024-01-01;Mon;Matchweek 20;Home;W 4–2;Liverpool;Newcastle Utd;N;RM;27;0;0;0;0;1;0;0;0;14;0;1;0;0.0;0.0;0.2;2;0;9;9;100.0;3;9;0;0;0;Match Report
Ryan Gravenberch;2024-01-21;Sun;Matchweek 21;Away;W 4–0;Liverpool;Bournemouth;N;RM;27;0;0;0;0;1;0;0;0;16;1;1;0;0.0;0.0;0.0;1;0;6;9;66.7;0;8;0;3;2;Match Report
Ryan Gravenberch;2024-02-04;Sun;Matchweek 23;Away;L 1–3;Liverpool;Arsenal;Y;RM;57;0;0;0;0;0;0;0;0;22;0;0;0;0.0;0.0;0.0;0;0;12;14;85.7;1;11;1;4;2;Match Report
Ryan Gravenberch;2024-02-17;Sat;Matchweek 25;Away;W 4–1;Liverpool;Brentford;N;LM;57;0;0;0;0;0;0;0;0;46;3;0;0;0.0;0.0;0.0;1;0;31;38;81.6;5;29;4;3;2;Match Report
Ryan Gravenberch;2024-02-21;Wed;Matchweek 26;Home;W 4–1;Liverpool;Luton Town;Y;LM;77;0;0;0;0;2;1;0;0;46;5;1;5;0.1;0.1;0.1;3;0;23;27;85.2;7;23;1;2;1;Match Report
Ryan Gravenberch;2024-03-31;Sun;Matchweek 30;Home;W 2–1;Liverpool;Brighton;N;LM;1;0;0;0;0;0;0;0;0;2;0;0;0;0.0;0.0;0.0;0;0;2;2;100.0;1;1;0;0;0;Match Report
Ryan Gravenberch;2024-04-04;Thu;Matchweek 31;Home;W 3–1;Liverpool;Sheffield Utd;Y;LM;59;0;0;0;0;2;1;0;0;45;2;2;1;0.1;0.1;0.0;1;0;28;34;82.4;2;33;1;1;0;Match Report
Ryan Gravenberch;2024-04-21;Sun;Matchweek 34;Away;W 3–1;Liverpool;Fulham;Y;LM;73;1;0;0;0;1;1;0;0;42;0;0;1;0.1;0.1;0.0;3;0;28;32;87.5;3;34;1;1;0;Match Report
Ryan Gravenberch;2024-04-27;Sat;Matchweek 35;Away;D 2–2;Liverpool;West Ham;Y;LM;90;0;0;0;0;3;0;0;0;54;1;0;2;0.2;0.2;0.1;6;0;34;44;77.3;7;41;5;8;7;Match Report
Ryan Gravenberch;2024-05-05;Sun;Matchweek 36;Home;W 4–2;Liverpool;Tottenham;N;LM;16;0;0;0;0;1;0;0;0;9;1;1;1;0.1;0.1;0.0;0;0;3;3;100.0;0;3;0;0;0;Match Report
Ryan Gravenberch;2024-05-13;Mon;Matchweek 37;Away;D 3–3;Liverpool;Aston Villa;N;RM;16;0;0;0;0;0;0;0;0;8;1;0;0;0.0;0.0;0.0;2;0;4;5;80.0;1;3;1;1;1;Match Report
Ryan Gravenberch;2024-05-19;Sun;Matchweek 38;Home;W 2–0;Liverpool;Wolves;N;LM;21;0;0;0;0;1;0;0;0;15;1;0;1;0.0;0.0;0.0;2;0;10;11;90.9;3;9;0;0;0;Match Report
Mohamed Salah;2023-08-13;Sun;Matchweek 1;Away;D 1–1;Liverpool;Chelsea;Y;RW;76;0;1;0;0;3;0;0;0;29;1;0;1;0.3;0.3;0.5;3;1;18;23;78.3;3;21;2;0;0;Match Report
Mohamed Salah;2023-08-19;Sat;Matchweek 2;Home;W 3–1;Liverpool;Bournemouth;Y;RW,FW;85;1;0;0;1;4;2;0;0;44;1;0;1;1.2;0.3;0.0;3;1;28;33;84.8;4;30;2;3;0;Match Report
Mohamed Salah;2023-08-27;Sun;Matchweek 3;Away;W 2–1;Liverpool;Newcastle Utd;Y;FW,RW,RM;90;0;1;0;0;2;1;0;0;36;1;1;0;0.2;0.2;0.4;4;2;23;24;95.8;1;28;1;5;3;Match Report
Mohamed Salah;2023-09-03;Sun;Matchweek 4;Home;W 3–0;Liverpool;Aston Villa;Y;RW;90;1;0;0;0;4;3;0;0;40;2;0;0;0.8;0.8;0.4;5;0;22;27;81.5;4;24;3;3;0;Match Report
Mohamed Salah;2023-09-16;Sat;Matchweek 5;Away;W 3–1;Liverpool;Wolves;Y;RW,FW;89;0;2;0;0;1;0;0;0;31;1;0;0;0.2;0.2;1.6;6;2;19;25;76.0;2;19;2;3;0;Match Report
Mohamed Salah;2023-09-24;Sun;Matchweek 6;Home;W 3–1;Liverpool;West Ham;Y;RW;90;1;0;1;1;4;1;0;0;57;1;0;0;1.0;0.2;0.6;5;1;29;43;67.4;8;51;7;4;2;Match Report
Mohamed Salah;2023-09-30;Sat;Matchweek 7;Away;L 1–2;Liverpool;Tottenham;Y;FW,RW,RM;73;0;0;0;0;1;0;1;0;30;0;0;0;0.0;0.0;0.7;3;0;13;21;61.9;3;22;6;5;1;Match Report
Mohamed Salah;2023-10-08;Sun;Matchweek 8;Away;D 2–2;Liverpool;Brighton;Y;RW;90;2;0;1;1;4;1;0;0;46;1;0;1;1.4;0.6;0.0;3;0;23;32;71.9;5;29;2;5;2;Match Report
Mohamed Salah;2023-10-21;Sat;Matchweek 9;Home;W 2–0;Liverpool;Everton;Y;RW;90;2;0;1;1;3;1;0;0;38;0;0;0;1.4;0.6;0.2;5;0;21;29;72.4;4;23;3;2;0;Match Report
Mohamed Salah;2023-10-29;Sun;Matchweek 10;Home;W 3–0;Liverpool;Nott'ham Forest;Y;RW;90;1;0;0;0;3;1;0;0;64;0;0;2;0.8;0.8;0.1;5;1;37;55;67.3;11;37;6;1;0;Match Report
Mohamed Salah;2023-11-05;Sun;Matchweek 11;Away;D 1–1;Liverpool;Luton Town;Y;RW;90;0;0;0;0;2;0;0;0;43;1;0;0;0.6;0.6;0.6;4;0;26;31;83.9;4;34;2;3;1;Match Report
Mohamed Salah;2023-11-12;Sun;Matchweek 12;Home;W 3–0;Liverpool;Brentford;Y;RW;90;2;0;0;0;3;2;0;0;64;0;0;0;1.0;1.0;0.1;2;0;39;55;70.9;6;53;2;1;0;Match Report
Mohamed Salah;2023-11-25;Sat;Matchweek 13;Away;D 1–1;Liverpool;Manchester City;Y;RW;90;0;1;0;0;0;0;0;0;36;1;0;2;0.0;0.0;0.2;3;1;21;29;72.4;5;27;2;4;3;Match Report
Mohamed Salah;2023-12-03;Sun;Matchweek 14;Home;W 4–3;Liverpool;Fulham;Y;RW,AM;90;0;1;0;0;2;1;0;0;53;1;0;1;0.8;0.8;0.5;5;1;25;42;59.5;7;36;2;3;1;Match Report
Mohamed Salah;2023-12-06;Wed;Matchweek 15;Away;W 2–0;Liverpool;Sheffield Utd;Y;RW;66;0;0;0;0;4;2;0;0;36;0;0;1;0.4;0.4;0.1;3;0;23;28;82.1;3;28;1;2;1;Match Report
Mohamed Salah;2023-12-09;Sat;Matchweek 16;Away;W 2–1;Liverpool;Crystal Palace;Y;RW,FW;90;1;1;0;0;3;1;0;0;51;0;1;1;0.3;0.3;0.0;2;1;31;40;77.5;7;41;1;0;0;Match Report
Mohamed Salah;2023-12-17;Sun;Matchweek 17;Home;D 0–0;Liverpool;Manchester Utd;Y;RW;90;0;0;0;0;6;4;0;0;73;1;0;0;0.4;0.4;0.4;11;0;39;58;67.2;8;58;6;2;1;Match Report
Mohamed Salah;2023-12-23;Sat;Matchweek 18;Home;D 1–1;Liverpool;Arsenal;Y;RW,LW;90;1;0;0;0;3;2;1;0;37;1;0;0;0.3;0.3;0.5;3;1;11;21;52.4;3;27;3;4;1;Match Report
Mohamed Salah;2023-12-26;Tue;Matchweek 19;Away;W 2–0;Liverpool;Burnley;Y;RW;90;0;0;0;0;3;2;0;0;46;0;0;2;0.4;0.4;0.0;3;0;31;37;83.8;7;37;4;0;0;Match Report
Mohamed Salah;2024-01-01;Mon;Matchweek 20;Home;W 4–2;Liverpool;Newcastle Utd;Y;RW;90;2;1;1;2;4;2;0;0;60;0;0;2;2.7;1.1;1.5;10;2;28;43;65.1;4;37;12;3;1;Match Report
Mohamed Salah;2024-02-17;Sat;Matchweek 25;Away;W 4–1;Liverpool;Brentford;N;RW;47;1;1;0;0;2;1;0;0;30;0;0;1;0.5;0.5;0.4;3;2;21;23;91.3;2;27;5;2;2;Match Report
Mohamed Salah;2024-03-10;Sun;Matchweek 28;Home;D 1–1;Liverpool;Manchester City;N;RW;30;0;0;0;0;3;1;0;0;24;0;0;0;0.2;0.2;0.4;2;0;11;18;61.1;4;16;2;1;0;Match Report
Mohamed Salah;2024-03-31;Sun;Matchweek 30;Home;W 2–1;Liverpool;Brighton;Y;RW,FW;90;1;0;0;0;12;4;0;0;68;0;0;1;1.5;1.5;0.1;9;1;29;39;74.4;5;46;5;9;3;Match Report
Mohamed Salah;2024-04-04;Thu;Matchweek 31;Home;W 3–1;Liverpool;Sheffield Utd;Y;RW;59;0;0;0;0;3;2;0;0;43;0;0;0;0.1;0.1;0.0;2;0;27;34;79.4;6;30;0;1;1;Match Report
Mohamed Salah;2024-04-07;Sun;Matchweek 32;Away;D 2–2;Liverpool;Manchester Utd;Y;RW;90;1;0;1;1;5;2;0;0;44;0;0;0;1.3;0.5;0.6;7;0;25;34;73.5;7;28;1;2;1;Match Report
Mohamed Salah;2024-04-14;Sun;Matchweek 33;Home;L 0–1;Liverpool;Crystal Palace;Y;RW;90;0;0;0;0;2;1;0;0;41;0;0;1;0.4;0.4;0.4;6;0;22;27;81.5;4;22;2;2;0;Match Report
Mohamed Salah;2024-04-21;Sun;Matchweek 34;Away;W 3–1;Liverpool;Fulham;N;RW;17;0;0;0;0;0;0;0;0;11;1;0;0;0.0;0.0;0.0;0;0;3;7;42.9;2;5;0;0;0;Match Report
